0.08	6.9	0.6214
0.08	7.0	0.5726
0.08	7.1	0.5184
0.08	7.2	0.4595
0.08	7.3	0.3966
0.08	7.4	0.3301
0.08	7.5	0.2610
0.08	7.6	0.1897
0.08	7.7	0.1172
0.08	7.8	0.0441
0.08	7.9	-0.0289
0.08	8.0	-0.1011
0.08	8.1	-0.1716
0.08	8.2	-0.2399
0.08	8.3	-0.3052
0.08	8.4	-0.3670
0.08	8.5	-0.4246
0.08	8.6	-0.4776
0.08	8.7	-0.5253
0.08	8.8	-0.5675
0.08	8.9	-0.6037
0.08	9.0	-0.6336
0.08	9.1	-0.6569
0.08	9.2	-0.6736
0.08	9.3	-0.6833
0.08	9.4	-0.6862
0.08	9.5	-0.6823
0.08	9.6	-0.6716
0.08	9.7	-0.6543
0.08	9.8	-0.6306
0.08	9.9	-0.6009
0.08	10.0	-0.5653
0.09	0.0	1.0000
0.09	0.1	0.9905
0.09	0.2	0.9713
0.09	0.3	0.9426
0.09	0.4	0.9048
0.09	0.5	0.8583
0.09	0.6	0.8037
0.09	0.7	0.7416
0.09	0.8	0.6726
0.09	0.9	0.5976
0.09	1.0	0.5173
0.09	1.1	0.4326
0.09	1.2	0.3444
0.09	1.3	0.2535
0.09	1.4	0.1609
0.09	1.5	0.0675
0.09	1.6	-0.0257
0.09	1.7	-0.1178
0.09	1.8	-0.2079
0.09	1.9	-0.2951
0.09	2.0	-0.3786
0.09	2.1	-0.4577
0.09	2.2	-0.5314
0.09	2.3	-0.5992
0.09	2.4	-0.6604
0.09	2.5	-0.7145
0.09	2.6	-0.7611
0.09	2.7	-0.7996
0.09	2.8	-0.8298
0.09	2.9	-0.8515
0.09	3.0	-0.8646
0.09	3.1	-0.8689
0.09	3.2	-0.8646
0.09	3.3	-0.8517
0.09	3.4	-0.8304
0.09	3.5	-0.8011
0.09	3.6	-0.7640
0.09	3.7	-0.7197
0.09	3.8	-0.6686
0.09	3.9	-0.6114
0.09	4.0	-0.5485
0.09	4.1	-0.4808
0.09	4.2	-0.4089
0.09	4.3	-0.3336
0.09	4.4	-0.2556
0.09	4.5	-0.1758
0.09	4.6	-0.0949
0.09	4.7	-0.0139
0.09	4.8	0.0666
0.09	4.9	0.1457
0.09	5.0	0.2226
0.09	5.1	0.2967
0.09	5.2	0.3671
0.09	5.3	0.4332
0.09	5.4	0.4944
0.09	5.5	0.5502
0.09	5.6	0.6000
0.09	5.7	0.6434
0.09	5.8	0.6800
0.09	5.9	0.7095
0.09	6.0	0.7317
0.09	6.1	0.7464
0.09	6.2	0.7535
0.09	6.3	0.7531
0.09	6.4	0.7452
0.09	6.5	0.7300
0.09	6.6	0.7076
0.09	6.7	0.6784
0.09	6.8	0.6427
0.09	6.9	0.6009
0.09	7.0	0.5536
0.09	7.1	0.5011
0.09	7.2	0.4442
0.09	7.3	0.3833
0.09	7.4	0.3192
0.09	7.5	0.2524
0.09	7.6	0.1838
0.09	7.7	0.1139
0.09	7.8	0.0435
0.09	7.9	-0.0266
0.09	8.0	-0.0959
0.09	8.1	-0.1636
0.09	8.2	-0.2291
0.09	8.3	-0.2917
0.09	8.4	-0.3508
0.09	8.5	-0.4060
0.09	8.6	-0.4566
0.09	8.7	-0.5021
0.09	8.8	-0.5423
0.09	8.9	-0.5768
0.09	9.0	-0.6052
0.09	9.1	-0.6273
0.09	9.2	-0.6430
0.09	9.3	-0.6521
0.09	9.4	-0.6547
0.09	9.5	-0.6507
0.09	9.6	-0.6403
0.09	9.7	-0.6237
0.09	9.8	-0.6009
0.09	9.9	-0.5724
0.09	10.0	-0.5385
0.10	0.0	1.0000
0.10	0.1	0.9901
0.10	0.2	0.9704
0.10	0.3	0.9412
0.10	0.4	0.9030
0.10	0.5	0.8562
0.10	0.6	0.8014
0.10	0.7	0.7391
0.10	0.8	0.6701
0.10	0.9	0.5951
0.10	1.0	0.5150
0.10	1.1	0.4305
0.10	1.2	0.3426
0.10	1.3	0.2521
0.10	1.4	0.1601
0.10	1.5	0.0674
0.10	1.6	-0.0251
0.10	1.7	-0.1164
0.10	1.8	-0.2056
0.10	1.9	-0.2919
0.10	2.0	-0.3745
0.10	2.1	-0.4525
0.10	2.2	-0.5252
0.10	2.3	-0.5920
